,State,Year,Quater,Brand,Brand_count,Brand_percentage
1374,dadra-&-nagar-haveli-&-daman-&-diu,2019,2,Others,16282,0.102674
1375,dadra-&-nagar-haveli-&-daman-&-diu,2019,3,Xiaomi,43202,0.244177
1376,dadra-&-nagar-haveli-&-daman-&-diu,2019,3,Vivo,37115,0.209773
1377,dadra-&-nagar-haveli-&-daman-&-diu,2019,3,Samsung,31867,0.180112
1378,dadra-&-nagar-haveli-&-daman-&-diu,2019,3,Oppo,20623,0.116561
1379,dadra-&-nagar-haveli-&-daman-&-diu,2019,3,Realme,10150,0.0573676
1380,dadra-&-nagar-haveli-&-daman-&-diu,2019,3,Lenovo,3660,0.0206863
1381,dadra-&-nagar-haveli-&-daman-&-diu,2019,3,Motorola,3640,0.0205732
1382,dadra-&-nagar-haveli-&-daman-&-diu,2019,3,Apple,3605,0.0203754
1383,dadra-&-nagar-haveli-&-daman-&-diu,2019,3,Huawei,3096,0.0174985
1384,dadra-&-nagar-haveli-&-daman-&-diu,2019,3,OnePlus,2366,0.0133726
1385,dadra-&-nagar-haveli-&-daman-&-diu,2019,3,Others,17605,0.0995032
1386,dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Xiaomi,48012,0.242978
1387,dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Vivo,42886,0.217037
1388,dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Samsung,35031,0.177284
1389,dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Oppo,23415,0.118498
1390,dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Realme,12044,0.060952
1391,dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Apple,3874,0.0196055
1392,dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Motorola,3849,0.0194789
1393,dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Lenovo,3794,0.0192006
1394,dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Huawei,3405,0.017232
1395,dadra-&-nagar-haveli-&-daman-&-diu,2019,4,OnePlus,2529,0.0127987
1396,dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Others,18759,0.0949352
1397,dadra-&-nagar-haveli-&-daman-&-diu,2020,1,Xiaomi,52683,0.241117
1398,dadra-&-nagar-haveli-&-daman-&-diu,2020,1,Vivo,48874,0.223684
1399,dadra-&-nagar-haveli-&-daman-&-diu,2020,1,Samsung,38134,0.17453
1400,dadra-&-nagar-haveli-&-daman-&-diu,2020,1,Oppo,26282,0.120286
1401,dadra-&-nagar-haveli-&-daman-&-diu,2020,1,Realme,13927,0.0637403
1402,dadra-&-nagar-haveli-&-daman-&-diu,2020,1,Apple,4178,0.0191216
1403,dadra-&-nagar-haveli-&-daman-&-diu,2020,1,Motorola,4028,0.0184351
1404,dadra-&-nagar-haveli-&-daman-&-diu,2020,1,Lenovo,3944,0.0180507
1405,dadra-&-nagar-haveli-&-daman-&-diu,2020,1,Huawei,3732,0.0170804
1406,dadra-&-nagar-haveli-&-daman-&-diu,2020,1,OnePlus,2682,0.0122748
1407,dadra-&-nagar-haveli-&-daman-&-diu,2020,1,Others,20032,0.0916813
1408,dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Xiaomi,58073,0.237213
1409,dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Vivo,56525,0.23089
1410,dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Samsung,42346,0.172972
1411,dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Oppo,29921,0.122219
1412,dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Realme,16175,0.0660706
1413,dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Apple,4502,0.0183895
1414,dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Motorola,4308,0.017597
1415,dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Lenovo,4157,0.0169802
1416,dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Huawei,4069,0.0166208
1417,dadra-&-nagar-haveli-&-daman-&-diu,2020,2,OnePlus,2817,0.0115067
1418,dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Others,21921,0.0895415
1419,dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Vivo,63527,0.237089
1420,dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Xiaomi,62612,0.233674
1421,dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Samsung,46194,0.1724
1422,dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Oppo,33220,0.12398
1423,dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Realme,18327,0.0683981
1424,dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Apple,4852,0.0181081
1425,dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Motorola,4473,0.0166937
1426,dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Huawei,4325,0.0161413
1427,dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Lenovo,4294,0.0160256
1428,dadra-&-nagar-haveli-&-daman-&-diu,2020,3,OnePlus,2971,0.0110881
1429,dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Others,23151,0.0864017
1430,dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Vivo,71995,0.242822
1431,dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Xiaomi,68314,0.230407
1432,dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Samsung,50714,0.171046
1433,dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Oppo,36932,0.124563
1434,dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Realme,20993,0.0708044
1435,dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Apple,5335,0.0179937
1436,dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Motorola,4712,0.0158924
1437,dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Huawei,4635,0.0156327
1438,dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Lenovo,4516,0.0152314
1439,dadra-&-nagar-haveli-&-daman-&-diu,2020,4,OnePlus,3173,0.0107018
1440,dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Others,25174,0.0849059
1441,dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Vivo,79699,0.247978
1442,dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Xiaomi,73383,0.228326
1443,dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Samsung,54230,0.168733
1444,dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Oppo,40045,0.124597
1445,dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Realme,23882,0.0743071
1446,dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Apple,5784,0.0179965
1447,dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Huawei,4871,0.0151558
1448,dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Motorola,4859,0.0151184
1449,dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Lenovo,4531,0.0140979
1450,dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Tecno,3575,0.0111233
1451,dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Others,26537,0.0825679
1452,dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Vivo,87001,0.252181
1453,dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Xiaomi,77605,0.224946
1454,dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Samsung,57137,0.165617
1455,dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Oppo,43131,0.12502
1456,dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Realme,27996,0.0811492
1457,dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Apple,6273,0.0181829
1458,dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Huawei,4834,0.0140118
1459,dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Motorola,4803,0.013922
1460,dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Tecno,4453,0.0129075
1461,dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Lenovo,4280,0.012406
1462,dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Others,27481,0.0796565
1463,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Vivo,95723,0.257407
1464,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Xiaomi,82367,0.221492
1465,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Samsung,59023,0.158718
1466,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Oppo,46708,0.125602
1467,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Realme,32929,0.0885488
1468,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Apple,6802,0.0182911
1469,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Tecno,5777,0.0155348
1470,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Motorola,4807,0.0129264
1471,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Huawei,4785,0.0128673
1472,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Infinix,4734,0.0127301
1473,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Others,28219,0.0758832
1474,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Vivo,104203,0.261185
1475,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Xiaomi,85964,0.215469
1476,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Samsung,61231,0.153475
1477,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Oppo,50155,0.125713
1478,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Realme,39211,0.0982823
1479,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Apple,7542,0.018904
1480,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Tecno,6955,0.0174327
1481,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Infinix,6018,0.0150841
1482,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,OnePlus,5332,0.0133646
1483,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Motorola,4828,0.0121014
1484,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Others,27524,0.0689889
1485,dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Vivo,111699,0.263087
1486,dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Xiaomi,89446,0.210674
1487,dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Samsung,63414,0.149361
1488,dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Oppo,53652,0.126368
1489,dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Realme,44772,0.105453
1490,dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Apple,8300,0.0195492
1491,dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Tecno,8287,0.0195186
1492,dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Infinix,6909,0.0162729
1493,dadra-&-nagar-haveli-&-daman-&-diu,2022,1,OnePlus,5945,0.0140024
1494,dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Motorola,4850,0.0114233
1495,dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Others,27296,0.0642909
1496,delhi,2018,1,Xiaomi,529823,0.253866
1497,delhi,2018,1,Samsung,407203,0.195112
1498,delhi,2018,1,Vivo,223992,0.107326
1499,delhi,2018,1,Oppo,186309,0.0892703
1500,delhi,2018,1,Apple,138507,0.0663659
1501,delhi,2018,1,Realme,88082,0.0422046
1502,delhi,2018,1,OnePlus,86368,0.0413834
1503,delhi,2018,1,Motorola,83639,0.0400758
1504,delhi,2018,1,Lenovo,52568,0.025188
1505,delhi,2018,1,Huawei,37398,0.0179193
1506,delhi,2018,1,Others,253133,0.121289
1507,delhi,2018,2,Xiaomi,708839,0.257185
1508,delhi,2018,2,Samsung,532749,0.193295
1509,delhi,2018,2,Vivo,313719,0.113825
1510,delhi,2018,2,Oppo,254431,0.0923142
1511,delhi,2018,2,Apple,176650,0.0640932
1512,delhi,2018,2,Realme,113976,0.0413535
1513,delhi,2018,2,Motorola,107679,0.0390688
1514,delhi,2018,2,OnePlus,106333,0.0385804
1515,delhi,2018,2,Lenovo,66497,0.0241269
1516,delhi,2018,2,Huawei,50115,0.018183
1517,delhi,2018,2,Others,325153,0.117974
1518,delhi,2018,3,Xiaomi,908753,0.25928
1519,delhi,2018,3,Samsung,673829,0.192253
1520,delhi,2018,3,Vivo,424455,0.121103
1521,delhi,2018,3,Oppo,332529,0.0948752
1522,delhi,2018,3,Apple,218858,0.0624432
1523,delhi,2018,3,Realme,140759,0.0401605
1524,delhi,2018,3,Motorola,133126,0.0379827
1525,delhi,2018,3,OnePlus,126799,0.0361775
1526,delhi,2018,3,Lenovo,80056,0.0228411
1527,delhi,2018,3,Huawei,63709,0.0181771
1528,delhi,2018,3,Others,402038,0.114707
1529,delhi,2018,4,Xiaomi,1206379,0.260539
1530,delhi,2018,4,Samsung,892643,0.192782
1531,delhi,2018,4,Vivo,605041,0.13067
1532,delhi,2018,4,Oppo,464753,0.100372
1533,delhi,2018,4,Apple,279775,0.0604225
1534,delhi,2018,4,Realme,181855,0.0392749
1535,delhi,2018,4,Motorola,165627,0.0357702
1536,delhi,2018,4,OnePlus,155837,0.0336558
1537,delhi,2018,4,Lenovo,98258,0.0212206
1538,delhi,2018,4,Huawei,84942,0.0183448
1539,delhi,2018,4,Others,495203,0.106948
1540,delhi,2019,1,Xiaomi,1428603,0.259781
1541,delhi,2019,1,Samsung,1061515,0.193029
1542,delhi,2019,1,Vivo,755967,0.137467
1543,delhi,2019,1,Oppo,576484,0.104829
1544,delhi,2019,1,Apple,324092,0.0589337
1545,delhi,2019,1,Realme,213758,0.0388703
1546,delhi,2019,1,Motorola,186450,0.0339045
1547,delhi,2019,1,OnePlus,175334,0.0318832
1548,delhi,2019,1,Lenovo,109111,0.019841
1549,delhi,2019,1,Huawei,102139,0.0185732
1550,delhi,2019,1,Others,565810,0.102888
1551,delhi,2019,2,Xiaomi,1597465,0.2591
1552,delhi,2019,2,Samsung,1188974,0.192845
1553,delhi,2019,2,Vivo,879650,0.142674
1554,delhi,2019,2,Oppo,664693,0.107809
1555,delhi,2019,2,Apple,360575,0.0584832
1556,delhi,2019,2,Realme,240746,0.0390476
1557,delhi,2019,2,Motorola,200193,0.0324701
1558,delhi,2019,2,OnePlus,191881,0.031122
1559,delhi,2019,2,Lenovo,115488,0.0187315
1560,delhi,2019,2,Huawei,114662,0.0185975
1561,delhi,2019,2,Others,611121,0.0991203
1562,delhi,2019,3,Xiaomi,1749719,0.257984
1563,delhi,2019,3,Samsung,1305636,0.192507
1564,delhi,2019,3,Vivo,1001823,0.147712
1565,delhi,2019,3,Oppo,749989,0.110581
1566,delhi,2019,3,Apple,392389,0.057855
1567,delhi,2019,3,Realme,269723,0.0397687
1568,delhi,2019,3,Motorola,210710,0.0310677
1569,delhi,2019,3,OnePlus,206752,0.0304841
1570,delhi,2019,3,Huawei,125962,0.0185722
1571,delhi,2019,3,Lenovo,119861,0.0176727
1572,delhi,2019,3,Others,649722,0.0957969
1573,delhi,2019,4,Xiaomi,1872284,0.256833
1574,delhi,2019,4,Samsung,1394404,0.191279
1575,delhi,2019,4,Vivo,1114120,0.152831
1576,delhi,2019,4,Oppo,825921,0.113297
1577,delhi,2019,4,Apple,414754,0.0568945
1578,delhi,2019,4,Realme,300540,0.041227
1579,delhi,2019,4,Motorola,217242,0.0298005
1580,delhi,2019,4,OnePlus,216727,0.0297298
1581,delhi,2019,4,Huawei,134371,0.0184325
1582,delhi,2019,4,Lenovo,121793,0.0167071
1583,delhi,2019,4,Others,677727,0.0929682
1584,delhi,2020,1,Xiaomi,1998766,0.255394
1585,delhi,2020,1,Samsung,1484289,0.189656
1586,delhi,2020,1,Vivo,1238728,0.15828
1587,delhi,2020,1,Oppo,909331,0.116191
1588,delhi,2020,1,Apple,436979,0.0558354
1589,delhi,2020,1,Realme,333567,0.0426219
1590,delhi,2020,1,OnePlus,225852,0.0288585
1591,delhi,2020,1,Motorola,223909,0.0286102
1592,delhi,2020,1,Huawei,142660,0.0182285
1593,delhi,2020,1,Lenovo,124278,0.0158797
1594,delhi,2020,1,Others,707838,0.0904447
1595,delhi,2020,2,Xiaomi,2125586,0.253313
1596,delhi,2020,2,Samsung,1585854,0.188992
1597,delhi,2020,2,Vivo,1364186,0.162575
1598,delhi,2020,2,Oppo,1002444,0.119465
1599,delhi,2020,2,Apple,458450,0.054635
1600,delhi,2020,2,Realme,366179,0.0436388
1601,delhi,2020,2,OnePlus,233802,0.027863
1602,delhi,2020,2,Motorola,231246,0.0275584
1603,delhi,2020,2,Huawei,150807,0.0179722
1604,delhi,2020,2,Lenovo,127388,0.0151813
1605,delhi,2020,2,Others,745197,0.0888076
1606,delhi,2020,3,Xiaomi,2264717,0.250406
1607,delhi,2020,3,Samsung,1707446,0.18879
1608,delhi,2020,3,Vivo,1516602,0.167688
1609,delhi,2020,3,Oppo,1106202,0.122311
1610,delhi,2020,3,Apple,485868,0.0537217
1611,delhi,2020,3,Realme,406930,0.0449936
1612,delhi,2020,3,OnePlus,244532,0.0270375
1613,delhi,2020,3,Motorola,238737,0.0263968
1614,delhi,2020,3,Huawei,159503,0.017636
1615,delhi,2020,3,Lenovo,131036,0.0144884
1616,delhi,2020,3,Others,782601,0.086531
1617,delhi,2020,4,Xiaomi,2416705,0.247919
1618,delhi,2020,4,Samsung,1842707,0.189035
1619,delhi,2020,4,Vivo,1673743,0.171702
1620,delhi,2020,4,Oppo,1209582,0.124086
1621,delhi,2020,4,Apple,518592,0.0532
1622,delhi,2020,4,Realme,452392,0.0464089
1623,delhi,2020,4,OnePlus,256533,0.0263166
1624,delhi,2020,4,Motorola,246834,0.0253216
1625,delhi,2020,4,Huawei,168898,0.0173265
1626,delhi,2020,4,Lenovo,134947,0.0138436
1627,delhi,2020,4,Others,827035,0.0848418
1628,delhi,2021,1,Xiaomi,2575350,0.24604
1629,delhi,2021,1,Samsung,1963994,0.187633
1630,delhi,2021,1,Vivo,1839180,0.175709
1631,delhi,2021,1,Oppo,1318743,0.125988
1632,delhi,2021,1,Apple,555462,0.0530669
1633,delhi,2021,1,Realme,511070,0.0488258
1634,delhi,2021,1,OnePlus,269742,0.0257702
1635,delhi,2021,1,Motorola,253270,0.0241965
1636,delhi,2021,1,Huawei,175712,0.0167869
1637,delhi,2021,1,Lenovo,137068,0.013095
1638,delhi,2021,1,Others,867619,0.0828892
1639,delhi,2021,2,Xiaomi,2731995,0.244306
1640,delhi,2021,2,Samsung,2070161,0.185122
1641,delhi,2021,2,Vivo,2011494,0.179876
1642,delhi,2021,2,Oppo,1432860,0.128132
1643,delhi,2021,2,Realme,596308,0.0533242
1644,delhi,2021,2,Apple,591905,0.0529304
1645,delhi,2021,2,OnePlus,291216,0.0260417
1646,delhi,2021,2,Motorola,252565,0.0225853
1647,delhi,2021,2,Huawei,176234,0.0157595
1648,delhi,2021,2,Lenovo,134680,0.0120436
1649,delhi,2021,2,Others,893281,0.0798806
1650,delhi,2021,3,Xiaomi,2897206,0.241836
1651,delhi,2021,3,Vivo,2220413,0.185342
1652,delhi,2021,3,Samsung,2149622,0.179433
1653,delhi,2021,3,Oppo,1566918,0.130794
1654,delhi,2021,3,Realme,707377,0.0590462
1655,delhi,2021,3,Apple,631640,0.0527243
1656,delhi,2021,3,OnePlus,331920,0.027706
1657,delhi,2021,3,Motorola,250528,0.0209121
1658,delhi,2021,3,Huawei,172290,0.0143814
1659,delhi,2021,3,Tecno,148235,0.0123735
1660,delhi,2021,3,Others,903912,0.0754514
1661,delhi,2021,4,Xiaomi,3028207,0.236854
1662,delhi,2021,4,Vivo,2413197,0.18875
1663,delhi,2021,4,Samsung,2238115,0.175056
1664,delhi,2021,4,Oppo,1697646,0.132783
1665,delhi,2021,4,Realme,840595,0.0657479
1666,delhi,2021,4,Apple,705541,0.0551845
1667,delhi,2021,4,OnePlus,369158,0.028874
1668,delhi,2021,4,Motorola,250976,0.0196303
1669,delhi,2021,4,Tecno,176336,0.0137923
1670,delhi,2021,4,Huawei,166930,0.0130566
1671,delhi,2021,4,Others,898426,0.0702712
1672,delhi,2022,1,Xiaomi,3155264,0.233047
1673,delhi,2022,1,Vivo,2586749,0.191056
1674,delhi,2022,1,Samsung,2320460,0.171388
1675,delhi,2022,1,Oppo,1817979,0.134275
1676,delhi,2022,1,Realme,964540,0.0712406
1677,delhi,2022,1,Apple,761100,0.0562146
1678,delhi,2022,1,OnePlus,404741,0.029894
1679,delhi,2022,1,Motorola,252427,0.0186442
1680,delhi,2022,1,Tecno,206904,0.0152819
1681,delhi,2022,1,Huawei,164421,0.0121441
1682,delhi,2022,1,Others,904612,0.0668143
1683,goa,2018,1,Xiaomi,23388,0.254394
1684,goa,2018,1,Samsung,19288,0.209798
1685,goa,2018,1,Vivo,8719,0.0948377
1686,goa,2018,1,Oppo,6969,0.0758027
1687,goa,2018,1,Apple,5957,0.0647951
1688,goa,2018,1,OnePlus,5457,0.0593565
1689,goa,2018,1,Motorola,4236,0.0460755
1690,goa,2018,1,Realme,4094,0.044531
1691,goa,2018,1,Lenovo,2542,0.0276497
1692,goa,2018,1,Huawei,1595,0.017349
1693,goa,2018,1,Others,9691,0.10541
1694,goa,2018,2,Xiaomi,31481,0.257673
1695,goa,2018,2,Samsung,25483,0.20858
1696,goa,2018,2,Vivo,12317,0.100815
1697,goa,2018,2,Oppo,9547,0.0781427
1698,goa,2018,2,Apple,7433,0.0608395
1699,goa,2018,2,OnePlus,6696,0.0548071
1700,goa,2018,2,Motorola,5508,0.0450832
1701,goa,2018,2,Realme,5427,0.0444203
1702,goa,2018,2,Lenovo,3352,0.0274363
1703,goa,2018,2,Huawei,2237,0.01831
1704,goa,2018,2,Others,12693,0.103893
1705,goa,2018,3,Xiaomi,39803,0.258794
1706,goa,2018,3,Samsung,32023,0.208209
1707,goa,2018,3,Vivo,16778,0.109088
1708,goa,2018,3,Oppo,12470,0.0810783
1709,goa,2018,3,Apple,8815,0.0573139
1710,goa,2018,3,OnePlus,7931,0.0515663
1711,goa,2018,3,Realme,6878,0.0447198
1712,goa,2018,3,Motorola,6674,0.0433935
1713,goa,2018,3,Lenovo,3860,0.0250972
1714,goa,2018,3,Huawei,3053,0.0198502
1715,goa,2018,3,Others,15517,0.100889
1716,goa,2018,4,Xiaomi,50867,0.260389
1717,goa,2018,4,Samsung,40683,0.208257
1718,goa,2018,4,Vivo,22715,0.116278
1719,goa,2018,4,Oppo,16672,0.0853443
1720,goa,2018,4,Apple,10884,0.0557154
1721,goa,2018,4,OnePlus,9442,0.0483338
1722,goa,2018,4,Realme,8708,0.0445764
1723,goa,2018,4,Motorola,8176,0.0418531
1724,goa,2018,4,Lenovo,4769,0.0244126
1725,goa,2018,4,Huawei,3965,0.0202969
1726,goa,2018,4,Others,18469,0.0945431
1727,goa,2019,1,Xiaomi,62065,0.260611
1728,goa,2019,1,Samsung,49562,0.208111
1729,goa,2019,1,Vivo,29218,0.122686
1730,goa,2019,1,Oppo,20988,0.0881286
1731,goa,2019,1,Apple,12909,0.0542049
1732,goa,2019,1,OnePlus,10892,0.0457355
1733,goa,2019,1,Realme,10545,0.0442784
1734,goa,2019,1,Motorola,9355,0.0392816
1735,goa,2019,1,Lenovo,5440,0.0228426
1736,goa,2019,1,Huawei,5049,0.0212007
1737,goa,2019,1,Others,22129,0.0929196
1738,goa,2019,2,Xiaomi,72286,0.259145
1739,goa,2019,2,Samsung,58572,0.209981
1740,goa,2019,2,Vivo,35425,0.126999
1741,goa,2019,2,Oppo,25325,0.0907901
1742,goa,2019,2,Apple,14770,0.0529505
1743,goa,2019,2,Realme,12215,0.0437908
1744,goa,2019,2,OnePlus,12033,0.0431383
1745,goa,2019,2,Motorola,10716,0.0384169
1746,goa,2019,2,Lenovo,6125,0.0219581
1747,goa,2019,2,Huawei,5990,0.0214742
1748,goa,2019,2,Others,25483,0.0913566
1749,goa,2019,3,Xiaomi,81621,0.257322
1750,goa,2019,3,Samsung,66756,0.210458
1751,goa,2019,3,Vivo,41691,0.131437
1752,goa,2019,3,Oppo,29561,0.0931953
1753,goa,2019,3,Apple,16481,0.0519587
1754,goa,2019,3,Realme,14157,0.044632
1755,goa,2019,3,OnePlus,13220,0.041678
1756,goa,2019,3,Motorola,11738,0.0370057
1757,goa,2019,3,Huawei,6882,0.0216965
1758,goa,2019,3,Lenovo,6410,0.0202085
1759,goa,2019,3,Others,28677,0.0904084
1760,goa,2019,4,Xiaomi,90791,0.256801
1761,goa,2019,4,Samsung,74339,0.210267
1762,goa,2019,4,Vivo,48072,0.135971
1763,goa,2019,4,Oppo,34061,0.0963411
1764,goa,2019,4,Apple,17817,0.0503951
1765,goa,2019,4,Realme,16393,0.0463674
1766,goa,2019,4,OnePlus,14159,0.0400485
1767,goa,2019,4,Motorola,12521,0.0354155
1768,goa,2019,4,Huawei,7674,0.0217058
1769,goa,2019,4,Lenovo,6696,0.0189395
1770,goa,2019,4,Others,31023,0.0877481
1771,goa,2020,1,Xiaomi,100364,0.256096
1772,goa,2020,1,Samsung,82358,0.210151
1773,goa,2020,1,Vivo,54965,0.140253
1774,goa,2020,1,Oppo,38778,0.0989487
1775,goa,2020,1,Apple,19244,0.0491044
1776,goa,2020,1,Realme,18803,0.0479791
1777,goa,2020,1,OnePlus,14926,0.0380862
1778,goa,2020,1,Motorola,13118,0.0334728
1779,goa,2020,1,Huawei,8459,0.0215846
1780,goa,2020,1,Lenovo,7167,0.0182878
1781,goa,2020,1,Others,33718,0.0860373
1782,goa,2020,2,Xiaomi,109624,0.254561
1783,goa,2020,2,Samsung,90927,0.211144
1784,goa,2020,2,Vivo,61868,0.143666
1785,goa,2020,2,Oppo,43887,0.101911
1786,goa,2020,2,Realme,21236,0.0493128
1787,goa,2020,2,Apple,20388,0.0473436
1788,goa,2020,2,OnePlus,15482,0.0359512
1789,goa,2020,2,Motorola,13908,0.0322962
1790,goa,2020,2,Huawei,9221,0.0214124
1791,goa,2020,2,Lenovo,7481,0.0173719
1792,goa,2020,2,Others,36617,0.0850295
1793,goa,2020,3,Xiaomi,119983,0.252616
1794,goa,2020,3,Samsung,101577,0.213863
1795,goa,2020,3,Vivo,69991,0.147361
1796,goa,2020,3,Oppo,49411,0.104031
1797,goa,2020,3,Realme,24328,0.0512209
1798,goa,2020,3,Apple,21967,0.04625
1799,goa,2020,3,OnePlus,16389,0.0345059
1800,goa,2020,3,Motorola,14656,0.0308572
1801,goa,2020,3,Huawei,9964,0.0209785
1802,goa,2020,3,Lenovo,7790,0.0164013
1803,goa,2020,3,Others,38906,0.0819139
1804,goa,2020,4,Xiaomi,132099,0.250385
1805,goa,2020,4,Samsung,114296,0.21664
1806,goa,2020,4,Vivo,78921,0.149589
1807,goa,2020,4,Oppo,55468,0.105136
1808,goa,2020,4,Realme,28000,0.0530721
1809,goa,2020,4,Apple,24214,0.045896
1810,goa,2020,4,OnePlus,17571,0.0333047
1811,goa,2020,4,Motorola,15500,0.0293792
1812,goa,2020,4,Huawei,10821,0.0205105
1813,goa,2020,4,Lenovo,8172,0.0154895
1814,goa,2020,4,Others,42522,0.0805976
1815,goa,2021,1,Xiaomi,142193,0.249446
1816,goa,2021,1,Samsung,123133,0.21601
1817,goa,2021,1,Vivo,87010,0.15264
1818,goa,2021,1,Oppo,60381,0.105925
1819,goa,2021,1,Realme,31824,0.0558282
1820,goa,2021,1,Apple,26139,0.0458551
1821,goa,2021,1,OnePlus,18577,0.0325892
1822,goa,2021,1,Motorola,15944,0.0279702
1823,goa,2021,1,Huawei,11414,0.0200233
1824,goa,2021,1,Lenovo,8178,0.0143465
1825,goa,2021,1,Others,45242,0.0793671
1826,goa,2021,2,Xiaomi,152107,0.249722
1827,goa,2021,2,Samsung,129938,0.213326
1828,goa,2021,2,Vivo,94216,0.154679
