,State,Year,Quater,Transaction_type,Transaction_count,Transaction_amount
798,dadra-&-nagar-haveli-&-daman-&-diu,2022,4,Financial Services,2495,3169200.0
799,dadra-&-nagar-haveli-&-daman-&-diu,2022,4,Others,7472,3846410.0
800,delhi,2018,1,Recharge & bill payments,3947297,1320560000.0
801,delhi,2018,1,Peer-to-peer payments,2380820,9125690000.0
802,delhi,2018,1,Merchant payments,339809,375393000.0
803,delhi,2018,1,Financial Services,136240,45588400.0
804,delhi,2018,1,Others,318588,344278000.0
805,delhi,2018,2,Recharge & bill payments,4511737,2078180000.0
806,delhi,2018,2,Peer-to-peer payments,3542716,14348200000.0
807,delhi,2018,2,Merchant payments,837001,631598000.0
808,delhi,2018,2,Financial Services,205991,66584700.0
809,delhi,2018,2,Others,276278,321755000.0
810,delhi,2018,3,Peer-to-peer payments,8557153,22670100000.0
811,delhi,2018,3,Recharge & bill payments,5305635,3261840000.0
812,delhi,2018,3,Merchant payments,3808395,1048420000.0
813,delhi,2018,3,Financial Services,274526,45051200.0
814,delhi,2018,3,Others,601339,350406000.0
815,delhi,2018,4,Peer-to-peer payments,9973249,32389300000.0
816,delhi,2018,4,Merchant payments,9958967,2738430000.0
817,delhi,2018,4,Recharge & bill payments,7483633,3961160000.0
818,delhi,2018,4,Financial Services,265004,58162000.0
819,delhi,2018,4,Others,1506866,575853000.0
820,delhi,2019,1,Peer-to-peer payments,20216287,48250000000.0
821,delhi,2019,1,Merchant payments,13875931,3996620000.0
822,delhi,2019,1,Recharge & bill payments,10744978,5521320000.0
823,delhi,2019,1,Financial Services,223095,30997000.0
824,delhi,2019,1,Others,1947036,670172000.0
825,delhi,2019,2,Merchant payments,20891431,6816880000.0
826,delhi,2019,2,Peer-to-peer payments,20570311,65953600000.0
827,delhi,2019,2,Recharge & bill payments,12869453,8035700000.0
828,delhi,2019,2,Financial Services,137774,33985100.0
829,delhi,2019,2,Others,2702543,866679000.0
830,delhi,2019,3,Merchant payments,29453368,9857220000.0
831,delhi,2019,3,Peer-to-peer payments,25201978,81904400000.0
832,delhi,2019,3,Recharge & bill payments,11133404,10406500000.0
833,delhi,2019,3,Financial Services,92061,27952200.0
834,delhi,2019,3,Others,3657065,1000670000.0
835,delhi,2019,4,Peer-to-peer payments,33040093,105859000000.0
836,delhi,2019,4,Merchant payments,32537378,12864600000.0
837,delhi,2019,4,Recharge & bill payments,11609898,9500490000.0
838,delhi,2019,4,Financial Services,57063,21512500.0
839,delhi,2019,4,Others,3500565,779367000.0
840,delhi,2020,1,Merchant payments,33951545,14470800000.0
841,delhi,2020,1,Peer-to-peer payments,32410795,108988000000.0
842,delhi,2020,1,Recharge & bill payments,12822919,9498790000.0
843,delhi,2020,1,Financial Services,46529,39908800.0
844,delhi,2020,1,Others,2515816,619461000.0
845,delhi,2020,2,Peer-to-peer payments,27155938,86227100000.0
846,delhi,2020,2,Merchant payments,24963931,12708300000.0
847,delhi,2020,2,Recharge & bill payments,13568505,8699890000.0
848,delhi,2020,2,Financial Services,64790,75405900.0
849,delhi,2020,2,Others,288854,162695000.0
850,delhi,2020,3,Peer-to-peer payments,41498638,140074000000.0
851,delhi,2020,3,Merchant payments,40973792,21858200000.0
852,delhi,2020,3,Recharge & bill payments,13448341,12883200000.0
853,delhi,2020,3,Financial Services,85689,114342000.0
854,delhi,2020,3,Others,485401,234194000.0
855,delhi,2020,4,Merchant payments,54581166,31106600000.0
856,delhi,2020,4,Peer-to-peer payments,49631928,171546000000.0
857,delhi,2020,4,Recharge & bill payments,14862946,12921800000.0
858,delhi,2020,4,Financial Services,114862,160008000.0
859,delhi,2020,4,Others,1349515,530676000.0
860,delhi,2021,1,Merchant payments,72615587,39861500000.0
861,delhi,2021,1,Peer-to-peer payments,61957428,210824000000.0
862,delhi,2021,1,Recharge & bill payments,21164274,15447400000.0
863,delhi,2021,1,Financial Services,153039,203107000.0
864,delhi,2021,1,Others,1468676,592745000.0
865,delhi,2021,2,Merchant payments,75620295,42933400000.0
866,delhi,2021,2,Peer-to-peer payments,68497718,223035000000.0
867,delhi,2021,2,Recharge & bill payments,25026678,15310100000.0
868,delhi,2021,2,Financial Services,158170,190020000.0
869,delhi,2021,2,Others,854403,472659000.0
870,delhi,2021,3,Merchant payments,115250887,64006900000.0
871,delhi,2021,3,Peer-to-peer payments,93292876,298006000000.0
872,delhi,2021,3,Recharge & bill payments,28427032,20934700000.0
873,delhi,2021,3,Financial Services,144460,220661000.0
874,delhi,2021,3,Others,1645353,690472000.0
875,delhi,2021,4,Merchant payments,149204611,88990500000.0
876,delhi,2021,4,Peer-to-peer payments,112380292,376557000000.0
877,delhi,2021,4,Recharge & bill payments,30127352,22290200000.0
878,delhi,2021,4,Financial Services,199280,287950000.0
879,delhi,2021,4,Others,771824,569713000.0
880,delhi,2022,1,Merchant payments,174454937,98212400000.0
881,delhi,2022,1,Peer-to-peer payments,125111881,415305000000.0
882,delhi,2022,1,Recharge & bill payments,29435981,22482900000.0
883,delhi,2022,1,Financial Services,195184,271039000.0
884,delhi,2022,1,Others,1801878,693589000.0
885,delhi,2022,2,Merchant payments,233412802,121658000000.0
886,delhi,2022,2,Peer-to-peer payments,143447534,480686000000.0
887,delhi,2022,2,Recharge & bill payments,32971294,26876100000.0
888,delhi,2022,2,Financial Services,160827,209426000.0
889,delhi,2022,2,Others,641727,426563000.0
890,delhi,2022,3,Merchant payments,276635347,134293000000.0
891,delhi,2022,3,Peer-to-peer payments,160580425,509429000000.0
892,delhi,2022,3,Recharge & bill payments,37572389,33177100000.0
893,delhi,2022,3,Financial Services,195218,265480000.0
894,delhi,2022,3,Others,608782,448676000.0
895,delhi,2022,4,Merchant payments,305621913,153115000000.0
896,delhi,2022,4,Peer-to-peer payments,171970100,559069000000.0
897,delhi,2022,4,Recharge & bill payments,36775874,31954300000.0
898,delhi,2022,4,Financial Services,228639,299455000.0
899,delhi,2022,4,Others,606931,477099000.0
900,goa,2018,1,Recharge & bill payments,85991,18273800.0
901,goa,2018,1,Peer-to-peer payments,59651,268175000.0
902,goa,2018,1,Merchant payments,7880,11036000.0
903,goa,2018,1,Financial Services,1191,520106.0
904,goa,2018,1,Others,6184,5851740.0
905,goa,2018,2,Recharge & bill payments,120943,30994300.0
906,goa,2018,2,Peer-to-peer payments,87878,419492000.0
907,goa,2018,2,Merchant payments,12456,20162900.0
908,goa,2018,2,Financial Services,1903,733429.0
909,goa,2018,2,Others,6395,7221020.0
910,goa,2018,3,Recharge & bill payments,158797,40315000.0
911,goa,2018,3,Peer-to-peer payments,150297,639468000.0
912,goa,2018,3,Merchant payments,21587,26634200.0
913,goa,2018,3,Financial Services,1867,468171.0
914,goa,2018,3,Others,6963,6281210.0
915,goa,2018,4,Peer-to-peer payments,246426,1021900000.0
916,goa,2018,4,Recharge & bill payments,212122,54832900.0
917,goa,2018,4,Merchant payments,45586,66666100.0
918,goa,2018,4,Financial Services,2523,723599.0
919,goa,2018,4,Others,8098,8880190.0
920,goa,2019,1,Peer-to-peer payments,378848,1310760000.0
921,goa,2019,1,Recharge & bill payments,275277,78212800.0
922,goa,2019,1,Merchant payments,74527,75947000.0
923,goa,2019,1,Financial Services,2013,499592.0
924,goa,2019,1,Others,8147,9904150.0
925,goa,2019,2,Peer-to-peer payments,373759,1391930000.0
926,goa,2019,2,Recharge & bill payments,278060,93218700.0
927,goa,2019,2,Merchant payments,104592,92873000.0
928,goa,2019,2,Financial Services,1211,515860.0
929,goa,2019,2,Others,10819,13325800.0
930,goa,2019,3,Peer-to-peer payments,475178,1704670000.0
931,goa,2019,3,Recharge & bill payments,453806,157953000.0
932,goa,2019,3,Merchant payments,150578,123949000.0
933,goa,2019,3,Financial Services,1510,1282340.0
934,goa,2019,3,Others,11344,12515400.0
935,goa,2019,4,Peer-to-peer payments,698728,2484450000.0
936,goa,2019,4,Recharge & bill payments,552421,205602000.0
937,goa,2019,4,Merchant payments,250893,218405000.0
938,goa,2019,4,Financial Services,1497,649713.0
939,goa,2019,4,Others,11733,14350800.0
940,goa,2020,1,Peer-to-peer payments,817198,2851690000.0
941,goa,2020,1,Recharge & bill payments,678079,244739000.0
942,goa,2020,1,Merchant payments,373110,298422000.0
943,goa,2020,1,Financial Services,1762,1816480.0
944,goa,2020,1,Others,11088,13707100.0
945,goa,2020,2,Recharge & bill payments,758617,241197000.0
946,goa,2020,2,Peer-to-peer payments,493326,1766720000.0
947,goa,2020,2,Merchant payments,221358,168592000.0
948,goa,2020,2,Financial Services,3081,3328360.0
949,goa,2020,2,Others,5710,3775930.0
950,goa,2020,3,Peer-to-peer payments,759351,2723430000.0
951,goa,2020,3,Recharge & bill payments,696770,280188000.0
952,goa,2020,3,Merchant payments,446880,353194000.0
953,goa,2020,3,Financial Services,4985,6418950.0
954,goa,2020,3,Others,7545,5112530.0
955,goa,2020,4,Peer-to-peer payments,1550251,5407630000.0
956,goa,2020,4,Merchant payments,1389834,1123840000.0
957,goa,2020,4,Recharge & bill payments,839199,345089000.0
958,goa,2020,4,Financial Services,7287,10386600.0
959,goa,2020,4,Others,14810,12846800.0
960,goa,2021,1,Peer-to-peer payments,2235456,7553380000.0
961,goa,2021,1,Merchant payments,2195509,1768360000.0
962,goa,2021,1,Recharge & bill payments,880682,410604000.0
963,goa,2021,1,Financial Services,8138,12207800.0
964,goa,2021,1,Others,11764,12687300.0
965,goa,2021,2,Merchant payments,1869384,1411530000.0
966,goa,2021,2,Peer-to-peer payments,1866837,6195030000.0
967,goa,2021,2,Recharge & bill payments,953219,383805000.0
968,goa,2021,2,Financial Services,8303,12371800.0
969,goa,2021,2,Others,12392,10115500.0
970,goa,2021,3,Merchant payments,2865625,2143140000.0
971,goa,2021,3,Peer-to-peer payments,2560305,7871090000.0
972,goa,2021,3,Recharge & bill payments,1017351,438838000.0
973,goa,2021,3,Financial Services,8337,12943200.0
974,goa,2021,3,Others,16145,12416400.0
975,goa,2021,4,Merchant payments,5474662,4384250000.0
976,goa,2021,4,Peer-to-peer payments,4408822,13618400000.0
977,goa,2021,4,Recharge & bill payments,1170180,585734000.0
978,goa,2021,4,Financial Services,11320,17101100.0
979,goa,2021,4,Others,23775,21819200.0
980,goa,2022,1,Merchant payments,6364271,4682000000.0
981,goa,2022,1,Peer-to-peer payments,4640380,14449800000.0
982,goa,2022,1,Recharge & bill payments,1177071,646403000.0
983,goa,2022,1,Financial Services,11677,17490500.0
984,goa,2022,1,Others,20699,20720400.0
985,goa,2022,2,Merchant payments,7812998,5736210000.0
986,goa,2022,2,Peer-to-peer payments,5097942,16372300000.0
987,goa,2022,2,Recharge & bill payments,1279377,738766000.0
988,goa,2022,2,Financial Services,10666,13192700.0
989,goa,2022,2,Others,15071,12525200.0
990,goa,2022,3,Merchant payments,7595135,5112180000.0
991,goa,2022,3,Peer-to-peer payments,4449008,13781000000.0
992,goa,2022,3,Recharge & bill payments,1122869,657115000.0
993,goa,2022,3,Financial Services,9992,12650700.0
994,goa,2022,3,Others,11683,11368900.0
995,goa,2022,4,Merchant payments,10319138,6739210000.0
996,goa,2022,4,Peer-to-peer payments,5652373,17422000000.0
997,goa,2022,4,Recharge & bill payments,1195865,734122000.0
998,goa,2022,4,Financial Services,12147,15705700.0
999,goa,2022,4,Others,13151,13978500.0
1000,gujarat,2018,1,Recharge & bill payments,3691952,878929000.0
1001,gujarat,2018,1,Peer-to-peer payments,1738974,6318860000.0
1002,gujarat,2018,1,Merchant payments,145436,166037000.0
1003,gujarat,2018,1,Financial Services,122117,27986700.0
1004,gujarat,2018,1,Others,250296,186165000.0
1005,gujarat,2018,2,Recharge & bill payments,4643367,1571880000.0
1006,gujarat,2018,2,Peer-to-peer payments,2483231,10009700000.0
1007,gujarat,2018,2,Merchant payments,275503,356985000.0
1008,gujarat,2018,2,Financial Services,140704,38598300.0
1009,gujarat,2018,2,Others,202928,185541000.0
1010,gujarat,2018,3,Peer-to-peer payments,5287200,15272700000.0
1011,gujarat,2018,3,Recharge & bill payments,5117168,1938040000.0
1012,gujarat,2018,3,Merchant payments,573440,466210000.0
1013,gujarat,2018,3,Financial Services,136468,24930600.0
1014,gujarat,2018,3,Others,219873,164478000.0
1015,gujarat,2018,4,Peer-to-peer payments,6488202,21207300000.0
1016,gujarat,2018,4,Recharge & bill payments,6138404,2297330000.0
1017,gujarat,2018,4,Merchant payments,1656377,1088370000.0
1018,gujarat,2018,4,Financial Services,133915,30699300.0
1019,gujarat,2018,4,Others,316405,207297000.0
1020,gujarat,2019,1,Peer-to-peer payments,13465044,31231300000.0
1021,gujarat,2019,1,Recharge & bill payments,8595256,3104250000.0
1022,gujarat,2019,1,Merchant payments,2493340,1296380000.0
1023,gujarat,2019,1,Financial Services,114539,19581500.0
1024,gujarat,2019,1,Others,323272,204585000.0
1025,gujarat,2019,2,Peer-to-peer payments,12547493,41853700000.0
1026,gujarat,2019,2,Recharge & bill payments,10434449,4651870000.0
1027,gujarat,2019,2,Merchant payments,5486791,2526450000.0
1028,gujarat,2019,2,Financial Services,70502,17349800.0
1029,gujarat,2019,2,Others,442607,271281000.0
1030,gujarat,2019,3,Peer-to-peer payments,14529353,49206600000.0
1031,gujarat,2019,3,Merchant payments,11788077,4211120000.0
1032,gujarat,2019,3,Recharge & bill payments,11349625,5768100000.0
1033,gujarat,2019,3,Financial Services,78609,20507000.0
1034,gujarat,2019,3,Others,482985,256386000.0
1035,gujarat,2019,4,Peer-to-peer payments,19107911,64477500000.0
1036,gujarat,2019,4,Recharge & bill payments,12967713,6517890000.0
1037,gujarat,2019,4,Merchant payments,9964076,5480270000.0
1038,gujarat,2019,4,Financial Services,63498,20202800.0
1039,gujarat,2019,4,Others,444434,194846000.0
1040,gujarat,2020,1,Peer-to-peer payments,19068093,72393700000.0
1041,gujarat,2020,1,Recharge & bill payments,15648472,7197600000.0
1042,gujarat,2020,1,Merchant payments,12191478,7210760000.0
1043,gujarat,2020,1,Financial Services,50753,27460300.0
1044,gujarat,2020,1,Others,367621,165535000.0
1045,gujarat,2020,2,Recharge & bill payments,19971660,8322690000.0
1046,gujarat,2020,2,Peer-to-peer payments,17569398,64723100000.0
1047,gujarat,2020,2,Merchant payments,9645967,7196610000.0
1048,gujarat,2020,2,Financial Services,59617,53132300.0
1049,gujarat,2020,2,Others,173543,92274100.0
1050,gujarat,2020,3,Peer-to-peer payments,23130724,89142100000.0
1051,gujarat,2020,3,Merchant payments,18338969,12749800000.0
1052,gujarat,2020,3,Recharge & bill payments,17481357,9820650000.0
1053,gujarat,2020,3,Financial Services,92278,84723200.0
1054,gujarat,2020,3,Others,246851,124456000.0
1055,gujarat,2020,4,Peer-to-peer payments,29967258,116743000000.0
1056,gujarat,2020,4,Merchant payments,28430460,20844300000.0
1057,gujarat,2020,4,Recharge & bill payments,18943669,10442000000.0
1058,gujarat,2020,4,Financial Services,113371,120057000.0
1059,gujarat,2020,4,Others,373789,243470000.0
1060,gujarat,2021,1,Peer-to-peer payments,36427493,144819000000.0
1061,gujarat,2021,1,Merchant payments,35815382,26512600000.0
1062,gujarat,2021,1,Recharge & bill payments,22088838,11996100000.0
1063,gujarat,2021,1,Financial Services,126380,137612000.0
1064,gujarat,2021,1,Others,316472,235441000.0
1065,gujarat,2021,2,Merchant payments,42593432,33542300000.0
1066,gujarat,2021,2,Peer-to-peer payments,41642387,162484000000.0
1067,gujarat,2021,2,Recharge & bill payments,27127405,13750800000.0
1068,gujarat,2021,2,Financial Services,128647,136120000.0
1069,gujarat,2021,2,Others,349525,249278000.0
1070,gujarat,2021,3,Merchant payments,62934471,48197600000.0
1071,gujarat,2021,3,Peer-to-peer payments,56134212,208013000000.0
1072,gujarat,2021,3,Recharge & bill payments,29580901,15946000000.0
1073,gujarat,2021,3,Financial Services,125167,163304000.0
1074,gujarat,2021,3,Others,473656,304418000.0
1075,gujarat,2021,4,Merchant payments,84846502,68717900000.0
1076,gujarat,2021,4,Peer-to-peer payments,67301686,254339000000.0
1077,gujarat,2021,4,Recharge & bill payments,30072479,18739000000.0
1078,gujarat,2021,4,Financial Services,175393,209215000.0
1079,gujarat,2021,4,Others,591265,377657000.0
1080,gujarat,2022,1,Merchant payments,101648378,79563400000.0
1081,gujarat,2022,1,Peer-to-peer payments,77768758,292439000000.0
1082,gujarat,2022,1,Recharge & bill payments,30473298,20042100000.0
1083,gujarat,2022,1,Financial Services,160423,187078000.0
1084,gujarat,2022,1,Others,496289,316261000.0
1085,gujarat,2022,2,Merchant payments,131610193,95585600000.0
1086,gujarat,2022,2,Peer-to-peer payments,86423696,326946000000.0
1087,gujarat,2022,2,Recharge & bill payments,33424931,23844900000.0
1088,gujarat,2022,2,Financial Services,125180,142685000.0
1089,gujarat,2022,2,Others,468796,278979000.0
1090,gujarat,2022,3,Merchant payments,161264265,109019000000.0
1091,gujarat,2022,3,Peer-to-peer payments,103034790,359338000000.0
1092,gujarat,2022,3,Recharge & bill payments,38383683,28649000000.0
1093,gujarat,2022,3,Financial Services,152053,162174000.0
1094,gujarat,2022,3,Others,404941,269479000.0
1095,gujarat,2022,4,Merchant payments,186533503,125585000000.0
1096,gujarat,2022,4,Peer-to-peer payments,114868478,411053000000.0
1097,gujarat,2022,4,Recharge & bill payments,39167297,30789900000.0
1098,gujarat,2022,4,Financial Services,179101,194314000.0
1099,gujarat,2022,4,Others,407639,295484000.0
1100,haryana,2018,1,Recharge & bill payments,2368002,535579000.0
1101,haryana,2018,1,Peer-to-peer payments,1607193,5814810000.0
1102,haryana,2018,1,Merchant payments,167816,173514000.0
1103,haryana,2018,1,Financial Services,128636,27501100.0
1104,haryana,2018,1,Others,209123,242111000.0
1105,haryana,2018,2,Recharge & bill payments,3054284,984897000.0
1106,haryana,2018,2,Peer-to-peer payments,2388953,9745930000.0
1107,haryana,2018,2,Merchant payments,369916,334118000.0
1108,haryana,2018,2,Financial Services,167570,38145900.0
1109,haryana,2018,2,Others,170208,217328000.0
1110,haryana,2018,3,Peer-to-peer payments,3753981,14429500000.0
1111,haryana,2018,3,Recharge & bill payments,3203386,1310470000.0
1112,haryana,2018,3,Merchant payments,1003057,427388000.0
1113,haryana,2018,3,Financial Services,100452,17323800.0
1114,haryana,2018,3,Others,201148,190506000.0
1115,haryana,2018,4,Peer-to-peer payments,5905032,22416900000.0
1116,haryana,2018,4,Recharge & bill payments,4116262,1671040000.0
1117,haryana,2018,4,Merchant payments,2413446,1013410000.0
1118,haryana,2018,4,Financial Services,120711,22252500.0
1119,haryana,2018,4,Others,394732,267256000.0
1120,haryana,2019,1,Peer-to-peer payments,12622225,30283600000.0
1121,haryana,2019,1,Recharge & bill payments,5576577,2202060000.0
1122,haryana,2019,1,Merchant payments,3361995,1292380000.0
1123,haryana,2019,1,Financial Services,101786,15201700.0
1124,haryana,2019,1,Others,473192,258438000.0
1125,haryana,2019,2,Peer-to-peer payments,10387562,37056100000.0
1126,haryana,2019,2,Recharge & bill payments,5902923,2838720000.0
1127,haryana,2019,2,Merchant payments,5738283,2292900000.0
1128,haryana,2019,2,Financial Services,57488,12080300.0
1129,haryana,2019,2,Others,655560,301749000.0
1130,haryana,2019,3,Peer-to-peer payments,11775288,43738300000.0
1131,haryana,2019,3,Merchant payments,9386779,3615640000.0
1132,haryana,2019,3,Recharge & bill payments,8289987,4817100000.0
1133,haryana,2019,3,Financial Services,61503,16715100.0
1134,haryana,2019,3,Others,829974,301379000.0
1135,haryana,2019,4,Peer-to-peer payments,15729819,58242000000.0
1136,haryana,2019,4,Merchant payments,11615667,5253780000.0
1137,haryana,2019,4,Recharge & bill payments,9648003,5637360000.0
1138,haryana,2019,4,Financial Services,41688,13756000.0
1139,haryana,2019,4,Others,790808,212798000.0
1140,haryana,2020,1,Peer-to-peer payments,17728235,68367200000.0
1141,haryana,2020,1,Merchant payments,14327020,7075200000.0
1142,haryana,2020,1,Recharge & bill payments,11346112,6331680000.0
1143,haryana,2020,1,Financial Services,34488,25266700.0
1144,haryana,2020,1,Others,600232,176824000.0
1145,haryana,2020,2,Peer-to-peer payments,17334369,66645500000.0
1146,haryana,2020,2,Recharge & bill payments,12740328,6547620000.0
1147,haryana,2020,2,Merchant payments,11527654,7393390000.0
1148,haryana,2020,2,Financial Services,48759,49209500.0
1149,haryana,2020,2,Others,129940,75550500.0
1150,haryana,2020,3,Peer-to-peer payments,24123449,88796400000.0
1151,haryana,2020,3,Merchant payments,20845136,12141600000.0
1152,haryana,2020,3,Recharge & bill payments,12716319,8452800000.0
1153,haryana,2020,3,Financial Services,66457,80854300.0
1154,haryana,2020,3,Others,186818,96375900.0
1155,haryana,2020,4,Merchant payments,34063692,21382300000.0
1156,haryana,2020,4,Peer-to-peer payments,33920789,128614000000.0
1157,haryana,2020,4,Recharge & bill payments,14682896,9675470000.0
1158,haryana,2020,4,Financial Services,84881,103266000.0
1159,haryana,2020,4,Others,419181,223529000.0
1160,haryana,2021,1,Merchant payments,39363588,23389100000.0
1161,haryana,2021,1,Peer-to-peer payments,36764622,135971000000.0
1162,haryana,2021,1,Recharge & bill payments,13680353,9260350000.0
1163,haryana,2021,1,Financial Services,79784,99672800.0
1164,haryana,2021,1,Others,364437,218544000.0
1165,haryana,2021,2,Merchant payments,45335533,29119100000.0
1166,haryana,2021,2,Peer-to-peer payments,44086559,161074000000.0
1167,haryana,2021,2,Recharge & bill payments,15861047,9839500000.0
1168,haryana,2021,2,Financial Services,85821,97238100.0
1169,haryana,2021,2,Others,311896,227856000.0
1170,haryana,2021,3,Merchant payments,66885213,40190900000.0
1171,haryana,2021,3,Peer-to-peer payments,55929958,188549000000.0
1172,haryana,2021,3,Recharge & bill payments,17087955,11681500000.0
1173,haryana,2021,3,Financial Services,77496,116592000.0
1174,haryana,2021,3,Others,479071,289441000.0
1175,haryana,2021,4,Merchant payments,84993587,56325100000.0
1176,haryana,2021,4,Peer-to-peer payments,66548306,238639000000.0
1177,haryana,2021,4,Recharge & bill payments,17632752,13817300000.0
1178,haryana,2021,4,Financial Services,105050,151421000.0
1179,haryana,2021,4,Others,407280,307823000.0
1180,haryana,2022,1,Merchant payments,98346418,62565700000.0
1181,haryana,2022,1,Peer-to-peer payments,74499889,263547000000.0
1182,haryana,2022,1,Recharge & bill payments,18494827,14765400000.0
1183,haryana,2022,1,Financial Services,107240,146586000.0
1184,haryana,2022,1,Others,540235,279137000.0
1185,haryana,2022,2,Merchant payments,130033573,76926300000.0
1186,haryana,2022,2,Peer-to-peer payments,84219451,300505000000.0
1187,haryana,2022,2,Recharge & bill payments,20011709,17457300000.0
1188,haryana,2022,2,Financial Services,89805,120610000.0
1189,haryana,2022,2,Others,345424,224949000.0
1190,haryana,2022,3,Merchant payments,151278013,87063700000.0
1191,haryana,2022,3,Peer-to-peer payments,95071203,319375000000.0
1192,haryana,2022,3,Recharge & bill payments,22592966,21248000000.0
1193,haryana,2022,3,Financial Services,111032,144937000.0
1194,haryana,2022,3,Others,308596,223268000.0
1195,haryana,2022,4,Merchant payments,169685872,102918000000.0
1196,haryana,2022,4,Peer-to-peer payments,102993798,364514000000.0
1197,haryana,2022,4,Recharge & bill payments,23545059,22666100000.0
1198,haryana,2022,4,Financial Services,118488,152488000.0
1199,haryana,2022,4,Others,305148,239723000.0
1200,himachal-pradesh,2018,1,Recharge & bill payments,284371,49871200.0
1201,himachal-pradesh,2018,1,Peer-to-peer payments,154572,546222000.0
1202,himachal-pradesh,2018,1,Merchant payments,13241,13851200.0
1203,himachal-pradesh,2018,1,Financial Services,8955,2040520.0
1204,himachal-pradesh,2018,1,Others,20779,16752800.0
1205,himachal-pradesh,2018,2,Recharge & bill payments,385642,83714300.0
1206,himachal-pradesh,2018,2,Peer-to-peer payments,243436,1043700000.0
1207,himachal-pradesh,2018,2,Merchant payments,27851,31961300.0
1208,himachal-pradesh,2018,2,Financial Services,11330,4108920.0
1209,himachal-pradesh,2018,2,Others,19436,19681800.0
1210,himachal-pradesh,2018,3,Recharge & bill payments,457449,108456000.0
1211,himachal-pradesh,2018,3,Peer-to-peer payments,362755,1596570000.0
1212,himachal-pradesh,2018,3,Merchant payments,40675,31168200.0
1213,himachal-pradesh,2018,3,Financial Services,8182,1552280.0
1214,himachal-pradesh,2018,3,Others,17693,16293900.0
1215,himachal-pradesh,2018,4,Recharge & bill payments,598325,143031000.0
1216,himachal-pradesh,2018,4,Peer-to-peer payments,590518,2367230000.0
1217,himachal-pradesh,2018,4,Merchant payments,86963,87575800.0
1218,himachal-pradesh,2018,4,Financial Services,11834,2283050.0
1219,himachal-pradesh,2018,4,Others,20243,21180100.0
1220,himachal-pradesh,2019,1,Peer-to-peer payments,1178280,3066230000.0
1221,himachal-pradesh,2019,1,Recharge & bill payments,844570,209522000.0
1222,himachal-pradesh,2019,1,Merchant payments,115553,86624700.0
1223,himachal-pradesh,2019,1,Financial Services,9585,1424230.0
1224,himachal-pradesh,2019,1,Others,20730,17677000.0
1225,himachal-pradesh,2019,2,Peer-to-peer payments,1141873,4428010000.0
1226,himachal-pradesh,2019,2,Recharge & bill payments,1076793,279865000.0
1227,himachal-pradesh,2019,2,Merchant payments,248517,141089000.0
1228,himachal-pradesh,2019,2,Financial Services,5013,1453650.0
1229,himachal-pradesh,2019,2,Others,30110,25469500.0
1230,himachal-pradesh,2019,3,Recharge & bill payments,1212659,327570000.0
1231,himachal-pradesh,2019,3,Peer-to-peer payments,1181680,5039280000.0
1232,himachal-pradesh,2019,3,Merchant payments,312575,182746000.0
1233,himachal-pradesh,2019,3,Financial Services,3096,1775670.0
1234,himachal-pradesh,2019,3,Others,25170,20650000.0
1235,himachal-pradesh,2019,4,Peer-to-peer payments,1579582,6533860000.0
1236,himachal-pradesh,2019,4,Recharge & bill payments,1442940,402619000.0
1237,himachal-pradesh,2019,4,Merchant payments,467309,314965000.0
1238,himachal-pradesh,2019,4,Financial Services,4576,1769640.0
1239,himachal-pradesh,2019,4,Others,22239,17954400.0
1240,himachal-pradesh,2020,1,Recharge & bill payments,1815157,542357000.0
1241,himachal-pradesh,2020,1,Peer-to-peer payments,1594806,6431830000.0
1242,himachal-pradesh,2020,1,Merchant payments,711018,427497000.0
1243,himachal-pradesh,2020,1,Financial Services,4711,3172300.0
1244,himachal-pradesh,2020,1,Others,18788,14613800.0
1245,himachal-pradesh,2020,2,Recharge & bill payments,2558935,802231000.0
1246,himachal-pradesh,2020,2,Peer-to-peer payments,1544488,6738490000.0
1247,himachal-pradesh,2020,2,Merchant payments,570031,479166000.0
1248,himachal-pradesh,2020,2,Financial Services,7634,7359760.0
1249,himachal-pradesh,2020,2,Others,14642,9659680.0
1250,himachal-pradesh,2020,3,Recharge & bill payments,2416395,834568000.0
1251,himachal-pradesh,2020,3,Peer-to-peer payments,1954492,8806590000.0
1252,himachal-pradesh,2020,3,Merchant payments,1090445,851539000.0
1253,himachal-pradesh,2020,3,Financial Services,9543,11391100.0
1254,himachal-pradesh,2020,3,Others,19001,11969000.0
1255,himachal-pradesh,2020,4,Recharge & bill payments,2638030,936306000.0
1256,himachal-pradesh,2020,4,Peer-to-peer payments,2594659,11426300000.0
1257,himachal-pradesh,2020,4,Merchant payments,2001259,1589430000.0
1258,himachal-pradesh,2020,4,Financial Services,11353,15534300.0
1259,himachal-pradesh,2020,4,Others,27027,21510800.0
1260,himachal-pradesh,2021,1,Peer-to-peer payments,2845733,11358100000.0
1261,himachal-pradesh,2021,1,Recharge & bill payments,2547359,948929000.0
1262,himachal-pradesh,2021,1,Merchant payments,2186946,1778220000.0
1263,himachal-pradesh,2021,1,Financial Services,12561,16554200.0
1264,himachal-pradesh,2021,1,Others,21430,18765000.0
1265,himachal-pradesh,2021,2,Peer-to-peer payments,3340531,13035500000.0
1266,himachal-pradesh,2021,2,Recharge & bill payments,3216602,1045790000.0
1267,himachal-pradesh,2021,2,Merchant payments,2883209,2378080000.0
